mutantId,project,package,path,filename,class,method,eventType,originalExp,mutatedExp,startLine,endLine,sourceCodeLocation,evaluationResult
4020,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,AOR,"+(int,int)","*(int,int)",310,368,355,leftHeight + 1 |==> leftHeight * 1
4021,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,AOR,"+(int,int)","-(int,int)",310,368,355,leftHeight + 1 |==> leftHeight - 1
4022,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,AOR,"+(int,int)","/(int,int)",310,368,355,leftHeight + 1 |==> leftHeight / 1
4023,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,STD,<ASSIGN>,<NO-OP>,310,368,355,node.height = leftHeight + 1; |==> <NO-OP>
4024,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,COR,<IDENTIFIER(boolean)>,TRUE,310,368,356,insert |==> false
4025,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,COR,<IDENTIFIER(boolean)>,FALSE,310,368,356,insert |==> true
4026,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,STD,<BREAK>,<NO-OP>,310,368,357,break; |==> <NO-OP>
4027,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,LVR,NEG,0,310,368,361,-1 |==> 0
4028,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,LVR,NEG,POS,310,368,361,-1 |==> 1
4029,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,ROR,"==(int,int)","!=(int,int)",310,368,361,delta == -1 |==> delta != -1
4030,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,ROR,"==(int,int)","<(int,int)",310,368,361,delta == -1 |==> delta < -1
4031,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,ROR,"==(int,int)","<=(int,int)",310,368,361,delta == -1 |==> delta <= -1
4032,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,ROR,"==(int,int)",">(int,int)",310,368,361,delta == -1 |==> delta > -1
4033,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,ROR,"==(int,int)",">=(int,int)",310,368,361,delta == -1 |==> delta >= -1
4034,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,ROR,"==(int,int)","FALSE(int,int)",310,368,361,delta == -1 |==> false
4035,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,ROR,"==(int,int)","TRUE(int,int)",310,368,361,delta == -1 |==> true
4036,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,LVR,POS,0,310,368,361,1 |==> 0
4037,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,LVR,POS,NEG,310,368,361,1 |==> -1
4038,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,ROR,"==(int,int)","!=(int,int)",310,368,361,delta == 1 |==> delta != 1
4039,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,ROR,"==(int,int)","<(int,int)",310,368,361,delta == 1 |==> delta < 1
4040,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,ROR,"==(int,int)","<=(int,int)",310,368,361,delta == 1 |==> delta <= 1
4041,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,ROR,"==(int,int)",">(int,int)",310,368,361,delta == 1 |==> delta > 1
4042,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,ROR,"==(int,int)",">=(int,int)",310,368,361,delta == 1 |==> delta >= 1
4043,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,ROR,"==(int,int)","FALSE(int,int)",310,368,361,delta == 1 |==> false
4044,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,ROR,"==(int,int)","TRUE(int,int)",310,368,361,delta == 1 |==> true
4045,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,COR,"||(boolean,boolean)","!=(boolean,boolean)",310,368,361,delta == -1 || delta == 1 |==> delta == -1 != (delta == 1)
4046,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,COR,"||(boolean,boolean)","&&(boolean,boolean)",310,368,361,delta == -1 || delta == 1 |==> delta == -1 && delta == 1
4047,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,COR,"||(boolean,boolean)","==(boolean,boolean)",310,368,361,delta == -1 || delta == 1 |==> delta == -1 == (delta == 1)
4048,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,COR,"||(boolean,boolean)","FALSE(boolean,boolean)",310,368,361,delta == -1 || delta == 1 |==> false
4049,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,COR,"||(boolean,boolean)","LHS(boolean,boolean)",310,368,361,delta == -1 || delta == 1 |==> delta == -1
4050,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,COR,"||(boolean,boolean)","RHS(boolean,boolean)",310,368,361,delta == -1 || delta == 1 |==> delta == 1
4051,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,COR,"||(boolean,boolean)","TRUE(boolean,boolean)",310,368,361,delta == -1 || delta == 1 |==> true
4052,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,LVR,POS,0,310,368,362,1 |==> 0
4053,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,LVR,POS,NEG,310,368,362,1 |==> -1
4054,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,AOR,"+(int,int)","%(int,int)",310,368,362,"Math.max(leftHeight, rightHeight) + 1 |==> Math.max(leftHeight, rightHeight) % 1"
4055,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,AOR,"+(int,int)","*(int,int)",310,368,362,"Math.max(leftHeight, rightHeight) + 1 |==> Math.max(leftHeight, rightHeight) * 1"
4056,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,AOR,"+(int,int)","-(int,int)",310,368,362,"Math.max(leftHeight, rightHeight) + 1 |==> Math.max(leftHeight, rightHeight) - 1"
4057,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,AOR,"+(int,int)","/(int,int)",310,368,362,"Math.max(leftHeight, rightHeight) + 1 |==> Math.max(leftHeight, rightHeight) / 1"
4058,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,STD,<ASSIGN>,<NO-OP>,310,368,362,"node.height = Math.max(leftHeight, rightHeight) + 1; |==> <NO-OP>"
4059,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,COR,<IDENTIFIER(boolean)>,TRUE,310,368,363,insert |==> false
4060,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,COR,<IDENTIFIER(boolean)>,FALSE,310,368,363,insert |==> true
4061,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rebalance,STD,<BREAK>,<NO-OP>,310,368,364,break; |==> <NO-OP>
4062,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,EVR,"<MEMBER_SELECT(com.google.gson.internal.LinkedTreeMap.Node<K,V>)>",<DEFAULT>,373,396,374,root.left |==> null
4063,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,EVR,"<MEMBER_SELECT(com.google.gson.internal.LinkedTreeMap.Node<K,V>)>",<DEFAULT>,373,396,375,root.right |==> null
4064,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,EVR,"<MEMBER_SELECT(com.google.gson.internal.LinkedTreeMap.Node<K,V>)>",<DEFAULT>,373,396,376,pivot.left |==> null
4065,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,EVR,"<MEMBER_SELECT(com.google.gson.internal.LinkedTreeMap.Node<K,V>)>",<DEFAULT>,373,396,377,pivot.right |==> null
4066,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,STD,<ASSIGN>,<NO-OP>,373,396,380,root.right = pivotLeft; |==> <NO-OP>
4067,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,ROR,"!=(java.lang.Object,java.lang.Object)","==(java.lang.Object,java.lang.Object)",373,396,381,pivotLeft != null |==> pivotLeft == null
4068,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,ROR,"!=(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",373,396,381,pivotLeft != null |==> false
4069,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,ROR,"!=(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",373,396,381,pivotLeft != null |==> true
4070,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,STD,<ASSIGN>,<NO-OP>,373,396,382,pivotLeft.parent = root; |==> <NO-OP>
4071,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,STD,<CALL>,<NO-OP>,373,396,385,"replaceInParent(root, pivot); |==> <NO-OP>"
4072,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,STD,<ASSIGN>,<NO-OP>,373,396,388,pivot.left = root; |==> <NO-OP>
4073,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,STD,<ASSIGN>,<NO-OP>,373,396,389,root.parent = pivot; |==> <NO-OP>
4074,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,ROR,"!=(java.lang.Object,java.lang.Object)","==(java.lang.Object,java.lang.Object)",373,396,392,left != null |==> left == null
4075,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,ROR,"!=(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",373,396,392,left != null |==> false
4076,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,ROR,"!=(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",373,396,392,left != null |==> true
4077,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,LVR,0,POS,373,396,392,0 |==> 1
4078,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,LVR,0,NEG,373,396,392,0 |==> -1
4079,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,ROR,"!=(java.lang.Object,java.lang.Object)","==(java.lang.Object,java.lang.Object)",373,396,393,pivotLeft != null |==> pivotLeft == null
4080,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,ROR,"!=(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",373,396,393,pivotLeft != null |==> false
4081,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,ROR,"!=(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",373,396,393,pivotLeft != null |==> true
4082,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,LVR,0,POS,373,396,393,0 |==> 1
4083,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,LVR,0,NEG,373,396,393,0 |==> -1
4084,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,LVR,POS,0,373,396,393,1 |==> 0
4085,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,LVR,POS,NEG,373,396,393,1 |==> -1
4086,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,AOR,"+(int,int)","%(int,int)",373,396,392,"Math.max(left != null ? left.height : 0, pivotLeft != null ? pivotLeft.height : 0) + 1 |==> Math.max(left != null ? left.height : 0, pivotLeft != null ? pivotLeft.height : 0) % 1"
4087,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,AOR,"+(int,int)","*(int,int)",373,396,392,"Math.max(left != null ? left.height : 0, pivotLeft != null ? pivotLeft.height : 0) + 1 |==> Math.max(left != null ? left.height : 0, pivotLeft != null ? pivotLeft.height : 0) * 1"
4088,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,AOR,"+(int,int)","-(int,int)",373,396,392,"Math.max(left != null ? left.height : 0, pivotLeft != null ? pivotLeft.height : 0) + 1 |==> Math.max(left != null ? left.height : 0, pivotLeft != null ? pivotLeft.height : 0) - 1"
4089,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,AOR,"+(int,int)","/(int,int)",373,396,392,"Math.max(left != null ? left.height : 0, pivotLeft != null ? pivotLeft.height : 0) + 1 |==> Math.max(left != null ? left.height : 0, pivotLeft != null ? pivotLeft.height : 0) / 1"
4090,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,STD,<ASSIGN>,<NO-OP>,373,396,392,"root.height = Math.max(left != null ? left.height : 0, pivotLeft != null ? pivotLeft.height : 0) + 1; |==> <NO-OP>"
4091,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,ROR,"!=(java.lang.Object,java.lang.Object)","==(java.lang.Object,java.lang.Object)",373,396,395,pivotRight != null |==> pivotRight == null
4092,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,ROR,"!=(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",373,396,395,pivotRight != null |==> false
4093,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,ROR,"!=(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",373,396,395,pivotRight != null |==> true
4094,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,LVR,0,POS,373,396,395,0 |==> 1
4095,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,LVR,0,NEG,373,396,395,0 |==> -1
4096,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,LVR,POS,0,373,396,395,1 |==> 0
4097,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,LVR,POS,NEG,373,396,395,1 |==> -1
4098,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,AOR,"+(int,int)","%(int,int)",373,396,394,"Math.max(root.height, pivotRight != null ? pivotRight.height : 0) + 1 |==> Math.max(root.height, pivotRight != null ? pivotRight.height : 0) % 1"
4099,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,AOR,"+(int,int)","*(int,int)",373,396,394,"Math.max(root.height, pivotRight != null ? pivotRight.height : 0) + 1 |==> Math.max(root.height, pivotRight != null ? pivotRight.height : 0) * 1"
4100,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,AOR,"+(int,int)","-(int,int)",373,396,394,"Math.max(root.height, pivotRight != null ? pivotRight.height : 0) + 1 |==> Math.max(root.height, pivotRight != null ? pivotRight.height : 0) - 1"
4101,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,AOR,"+(int,int)","/(int,int)",373,396,394,"Math.max(root.height, pivotRight != null ? pivotRight.height : 0) + 1 |==> Math.max(root.height, pivotRight != null ? pivotRight.height : 0) / 1"
4102,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateLeft,STD,<ASSIGN>,<NO-OP>,373,396,394,"pivot.height = Math.max(root.height, pivotRight != null ? pivotRight.height : 0) + 1; |==> <NO-OP>"
4103,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateRight,EVR,"<MEMBER_SELECT(com.google.gson.internal.LinkedTreeMap.Node<K,V>)>",<DEFAULT>,401,424,402,root.left |==> null
4104,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateRight,EVR,"<MEMBER_SELECT(com.google.gson.internal.LinkedTreeMap.Node<K,V>)>",<DEFAULT>,401,424,403,root.right |==> null
4105,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateRight,EVR,"<MEMBER_SELECT(com.google.gson.internal.LinkedTreeMap.Node<K,V>)>",<DEFAULT>,401,424,404,pivot.left |==> null
4106,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateRight,EVR,"<MEMBER_SELECT(com.google.gson.internal.LinkedTreeMap.Node<K,V>)>",<DEFAULT>,401,424,405,pivot.right |==> null
4107,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateRight,STD,<ASSIGN>,<NO-OP>,401,424,408,root.left = pivotRight; |==> <NO-OP>
4108,Gson-18,com.google.gson.internal,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal,LinkedTreeMap.java,LinkedTreeMap,rotateRight,ROR,"!=(java.lang.Object,java.lang.Object)","==(java.lang.Object,java.lang.Object)",401,424,409,pivotRight != null |==> pivotRight == null
